idx,status,r_LE_sup,r_LE_inf,delta_y,t_01,t_05,t_max,x_tmax,t_min,c_max,x_cmax,camber_085,dcamber_te,clmax,alpha_clmax,situacao,confiavel,n_pontos,n_buracos,alpha_max_conv,incl_linear,incl_fim,razao_incl,tentativas,passo_final,Au0,Au1,Au2,Au3,Al0,Al1,Al2,Al3
187,ok,0.0159502,0.00245554,3.07771,0.024342,0.0504193,0.11576,0.51178,0.010912,0.0114865,0.111015,-0.00114876,0.00679019,1.2556,12.5,falha_conv,0,140,5,12.5,0.100242,0.0841183,0.839154,3,0.125,0.178607,0.0801989,0.241302,0.172417,-0.070079,-0.0702872,-0.280431,-0.180276
188,ok,0.0295869,0.0171886,4.56456,0.0422428,0.0891458,0.150849,0.301426,0.00360705,0.0107406,0.243791,0.00262108,-0.0204358,2.0459,19.5,queda,1,57,4,30,0.123118,-0.02664,-0.216377,1,0.5,0.243257,0.218418,0.224525,0.0717533,-0.185411,-0.143012,-0.223019,-0.0181895
189,ok,0.00733001,0.028772,2.64286,0.0358183,0.0775,0.1428,0.323263,0.0082921,-0.0119526,0.124944,0.00839527,-0.089542,1.7331,16,queda,1,46,3,24.5,0.116629,-0.152794,-1.31009,1,0.5,0.121079,0.212063,0.0817132,0.285685,-0.239883,-0.177448,-0.281871,0.0154039
190,ok,0.00510621,0.024159,1.99082,0.0319095,0.0694395,0.123075,0.288889,0.00822741,-0.0214504,0.238751,0.0102733,-0.0996181,1.4793,12.5,queda,1,36,1,18,0.117495,-0.21282,-1.81132,1,0.5,0.101057,0.118386,0.0611337,0.291596,-0.219814,-0.252903,-0.147219,0.00912805
191,ok,0.0168084,0.0161694,3.56528,0.0358958,0.0766542,0.141183,0.349231,0.00828298,-0.003407,0.570451,0.0011688,-0.0208278,1.9197,19,queda,1,59,2,30,0.113747,0.00114,0.0100222,1,0.5,0.183349,0.199918,0.150443,0.178618,-0.17983,-0.142304,-0.286181,-0.0846342
192,ok,0.0173764,0.0110414,3.56137,0.0329741,0.0692819,0.116381,0.306846,0.00327157,0.0284025,0.580156,0.0166698,-0.120495,2.2421,20,queda,1,61,0,30,0.119148,0.0066,0.0553931,1,0.5,0.186421,0.176736,0.294517,0.174424,-0.148603,-0.0916739,-0.0646789,0.0883021
193,ok,0.0235177,0.00309946,4.35912,0.0294413,0.0643995,0.115258,0.285335,0.00654522,0.0303548,0.323263,0.0144313,-0.11166,1.9441,16,queda,1,56,5,30,0.114997,0.0136,0.118264,1,0.5,0.216876,0.27817,0.134009,0.250127,-0.0787333,-0.0790051,-0.0532674,0.0276064
194,ok,0.00779242,0.0169487,2.87595,0.0306986,0.0666049,0.116181,0.278269,0.00521604,0.0208311,0.71997,0.0179928,-0.152318,1.991,15.5,queda,1,50,2,25.5,0.117396,0.00478,0.0407168,1,0.5,0.124839,0.259658,0.0908184,0.295286,-0.184113,-0.08904,-0.109991,0.122966
195,ok,0.00207153,0.00864476,1.49513,0.0192818,0.040717,0.0839601,0.437333,0.00572356,0.0159008,0.5,0.00250069,-0.00237619,0.5329,4,falha_conv,0,56,2,4,0.114619,0.1176,1.026,3,0.125,0.0643666,0.123333,0.265781,0.0645179,-0.13149,-0.0339615,-0.0764771,-0.113831
196,ok,0.00751839,0.015456,2.17309,0.0289651,0.057628,0.0791765,0.266035,0.00969463,-0.00482991,0.64702,-0.00267701,0.0163852,1.6157,15.5,queda,1,43,1,21.5,0.11134,-0.0832,-0.747264,1,0.5,0.122625,0.0762263,0.0918049,0.154994,-0.175818,-0.0230313,-0.179181,-0.176454
197,ok,0.0116961,0.0123475,3.08775,0.031165,0.070495,0.147494,0.334331,0.00788544,0.00555421,0.746022,0.00454287,-0.0344837,1.881,19,queda,1,50,1,25,0.116223,-0.26314,-2.26409,1,0.5,0.152945,0.193091,0.20099,0.167014,-0.157147,-0.276892,-0.126927,-0.0913907
198,ok,0.00382439,0.0111314,1.76651,0.023252,0.0487018,0.105094,0.51963,0.0137,0.0106104,0.547054,0.00249188,-0.00659223,1.0461,11.5,queda,1,23,3,13,0.0971091,-0.04196,-0.432091,1,0.5,0.0874573,0.100492,0.27071,0.220403,-0.149208,-0.0736135,-0.112014,-0.24791
199,ok,0.0193913,0.0022119,3.72723,0.0262746,0.0577608,0.106142,0.301426,0.0091763,0.0162681,0.162044,-0.00512315,0.0503868,0.799,7.625,falha_conv,0,94,9,7.625,0.108934,0.094,0.862904,3,0.125,0.196933,0.190051,0.111491,0.0832549,-0.0665117,-0.140874,-0.0571155,-0.238
200,descartado_t_min,0.00201615,0.00603704,1.24795,0.0172168,0.0375287,0.080784,0.379462,0.000291767,0.0151501,0.744311,0.0128275,-0.103093,,,,,,,,,,,,,,,,,,,,
201,ok,0.0189536,0.0229687,3.84233,0.0404491,0.0864978,0.15487,0.319595,0.00464327,-0.00293841,0.628145,-0.000678412,-0.00122347,1.9267,20,queda,1,58,3,30,0.121335,-0.02634,-0.217085,1,0.5,0.194698,0.226565,0.180734,0.0779122,-0.21433,-0.166685,-0.275295,-0.0493126
202,ok,0.0335899,0.0117365,4.44496,0.0404597,0.0839973,0.135947,0.305036,0.00525337,0.0188725,0.772868,0.0171989,-0.146235,2.1114,18,queda,1,59,2,30,0.120542,0.01522,0.126263,1,0.5,0.259191,0.117914,0.234498,0.272384,-0.153209,-0.167912,-0.204356,0.120767
203,ok,0.0164573,0.015033,3.66831,0.0350862,0.0751632,0.150205,0.404381,0.0119307,0.0124726,0.362391,0.00070244,0.00128854,1.8249,21,queda,1,58,2,30,0.0990216,-0.00848,-0.0856379,1,0.5,0.181424,0.227876,0.280936,0.185028,-0.173395,-0.111321,-0.231709,-0.205482
204,ok,0.00447564,0.00477242,1.72597,0.0192039,0.0425562,0.0910331,0.390928,0.00889375,-0.0111036,0.369958,-0.00198745,0.0115096,nan,nan,vazia,0,0,0,nan,nan,nan,nan,3,0.125,0.0946112,0.0699225,0.108096,0.14199,-0.0976977,-0.178627,-0.140141,-0.161654
205,ok,0.0117574,0.0195958,3.35036,0.0346161,0.0732827,0.141725,0.379462,0.00284675,0.0190495,0.414035,0.00843823,-0.0662472,1.9994,20,queda,1,57,2,30,0.120341,0.01374,0.114176,1,0.5,0.153345,0.257479,0.295507,0.111317,-0.197969,-0.035234,-0.285674,0.0616724
206,ok,0.0106196,0.0310306,2.59188,0.0389552,0.0825804,0.143073,0.310474,0.00285449,-0.02097,0.22385,0.00846953,-0.0745544,2.0128,17,queda,1,60,1,30,0.123537,0.02578,0.208682,1,0.5,0.145737,0.0851854,0.233967,0.131581,-0.249121,-0.262684,-0.202312,0.0682634
207,ok,0.0151974,0.0286816,3.32924,0.0407794,0.0858844,0.138915,0.276511,0.00879068,-0.00715065,0.140937,0.00502308,-0.0499055,2.0172,19.5,queda,1,56,4,29.5,0.116139,0.00134286,0.0115625,1,0.5,0.174341,0.175079,0.115541,0.225906,-0.239506,-0.174126,-0.189182,-0.06836
208,ok,0.00223494,0.0129524,1.38319,0.0224373,0.047166,0.0763109,0.288889,0.00830116,0.0151659,0.71289,0.0119944,-0.0940061,0.9466,7,queda,1,29,1,14.5,0.110119,0.03486,0.316568,1,0.5,0.0668572,0.0905419,0.131287,0.259192,-0.16095,-0.0982971,-0.0258389,-0.031318
209,ok,0.0146004,0.0233078,3.54077,0.0384254,0.0833251,0.145467,0.28003,0.00553323,0.00927157,0.49411,0.000714716,0.00584776,1.9401,19.5,queda,1,57,3,30,0.119553,-0.01052,-0.0879946,1,0.5,0.170882,0.242952,0.191659,0.0633278,-0.215907,-0.190906,-0.0718006,-0.114567
210,ok,0.0166196,0.00336275,3.58532,0.0265762,0.0603491,0.136065,0.360504,0.00456244,0.0232415,0.687708,0.0180187,-0.141965,1.8967,16,queda,1,43,0,21.5,0.116778,-0.11642,-0.996934,1,0.5,0.182316,0.201774,0.273454,0.238736,-0.0820092,-0.201327,-0.131249,0.109713
211,ok,0.00319402,0.00272317,1.56347,0.0154603,0.0351812,0.0871176,0.425664,0.00820371,0.00903558,0.689526,0.00619429,-0.0435537,1.0073,8.5,queda,1,32,3,18,0.11105,0.14184,1.27726,1,0.5,0.0799253,0.0811559,0.196597,0.180799,-0.0737993,-0.154432,-0.0685967,-0.0958816
212,descartado_t_min,0.0120496,0.00528036,3.35497,0.0260044,0.0595371,0.134293,0.345492,9.71961e-05,0.00961851,0.167874,0.00330914,-0.0425257,,,,,,,,,,,,,,,,,,,,
213,ok,0.0155355,0.0029459,3.74869,0.0258556,0.0619433,0.163667,0.385187,0.0101041,0.0115599,0.149234,0.00933433,-0.0769013,1.3366,12.25,topo_achatado,1,150,10,12.25,0.107047,0.0036,0.0336302,3,0.125,0.17627,0.274342,0.235377,0.265476,-0.076758,-0.253651,-0.205587,-0.0639107
214,descartado_t_min,0.0315468,0.00764704,4.43097,0.0365671,0.074401,0.117367,0.33248,0.00150582,0.0205056,0.260846,0.00888035,-0.0673938,,,,,,,,,,,,,,,,,,,,
215,descartado_t_min,0.00246428,0.0159929,1.35689,0.0243063,0.0495181,0.0762883,0.299626,-0.000798189,-0.0113036,0.126246,0.00657709,-0.0680244,,,,,,,,,,,,,,,,,,,,
216,ok,0.0250292,0.0268703,4.1138,0.0445829,0.0912879,0.128314,0.202939,0.0107439,0.00835659,0.360504,-0.00164329,0.0197853,2.021,19.5,queda,1,61,0,30,0.114865,-0.0145,-0.126235,1,0.5,0.223737,0.18477,0.094488,0.156731,-0.23182,-0.0962198,-0.0558498,-0.224114
217,ok,0.00216587,0.0316381,1.87714,0.0318303,0.0715317,0.149184,0.3399,0.008098,-0.0194426,0.112252,-0.00513059,0.0449191,0.8747,9.75,queda,1,61,4,10.75,0.11624,-0.125,-1.07537,2,0.25,0.065816,0.227123,0.186882,0.0683197,-0.251547,-0.231154,-0.173307,-0.19493
218,ok,0.019954,0.00928978,3.86485,0.0334369,0.0728912,0.132164,0.308658,0.0141151,0.00847594,0.1723,0.000905179,-0.00666535,1.8265,18.25,queda,1,109,3,19.5,0.103978,-0.0996,-0.957897,2,0.25,0.19977,0.215659,0.111843,0.25745,-0.136307,-0.178394,-0.110886,-0.240471
219,ok,0.00368529,0.0322226,2.08454,0.0337018,0.0728493,0.133987,0.326941,0.00947341,-0.0162158,0.0989818,-0.00604101,0.0466944,1.0772,12.25,falha_conv,0,154,8,12.25,0.114143,0.0501474,0.439337,3,0.125,0.0858521,0.203478,0.132823,0.103439,-0.253861,-0.160472,-0.199829,-0.213321
220,ok,0.00672467,0.00332807,2.81865,0.0204238,0.0505654,0.133204,0.362391,0.0115253,0.00822519,0.281795,0.000795304,-0.00387284,1.4511,14,queda,1,52,4,27.5,0.105772,0.0300743,0.28433,1,0.5,0.115971,0.279159,0.123038,0.203103,-0.0815851,-0.215467,-0.108261,-0.198337
221,descartado_t_min,0.0149606,0.00949211,3.32666,0.0307261,0.0655716,0.111184,0.28003,0.000961161,0.0194929,0.58403,0.0115121,-0.0830958,,,,,,,,,,,,,,,,,,,,
222,ok,0.00648354,0.0040583,2.4279,0.0209467,0.0508857,0.128521,0.343625,0.00243885,0.0250689,0.703966,0.0189915,-0.143859,1.7476,12.5,queda,1,47,1,25,0.118855,0.0328313,0.27623,1,0.5,0.113873,0.171209,0.27193,0.193755,-0.0900922,-0.290918,-0.0232544,0.132881
223,descartado_t_min,0.0227745,0.0325753,4.0983,0.0461208,0.0966337,0.150377,0.245479,-0.00114528,0.00490198,0.890215,0.00449176,-0.0547927,,,,,,,,,,,,,,,,,,,,
224,ok,0.00325853,0.0101544,2.09852,0.0228016,0.0544549,0.135386,0.360504,0.00783867,0.0103797,0.818712,0.0101498,-0.0927114,1.0328,8,queda,1,36,2,19,0.115417,0.0323,0.279855,1,0.5,0.0807283,0.229008,0.125967,0.264425,-0.142509,-0.23423,-0.18376,0.00602026
225,ok,0.0277983,0.00546156,4.09273,0.0332961,0.0683469,0.103226,0.267772,0.00475553,0.0174468,0.338041,0.00669989,-0.042929,1.9717,17.25,queda,1,292,12,30,0.118473,0.0164,0.138428,3,0.125,0.235789,0.120078,0.226512,0.110057,-0.104514,-0.0853449,-0.075365,-0.036267
226,ok,0.00631935,0.0231711,2.32332,0.0319856,0.0652627,0.117285,0.486257,0.0134932,0.0130272,0.48037,0.00155218,6.12737e-05,1.5409,16,queda,1,38,7,23.5,0.100357,-0.242671,-2.41808,1,0.5,0.112422,0.147729,0.28514,0.208899,-0.215272,-0.0220145,-0.168731,-0.245156
227,ok,0.00804845,0.0152096,2.71344,0.0300602,0.0663113,0.131139,0.343625,0.0109167,0.0143112,0.671215,0.0103182,-0.078515,1.7758,16.25,queda,1,119,1,23,0.108182,-0.18984,-1.75482,2,0.25,0.126874,0.199059,0.207924,0.277959,-0.174411,-0.182265,-0.0981457,-0.0944007
228,descartado_t_min,0.0289149,0.0289962,4.63924,0.0471315,0.0966962,0.135091,0.193546,0.00184432,0.0233111,0.423723,0.0106561,-0.0803624,,,,,,,,,,,,,,,,,,,,
229,descartado_t_min,0.0320084,0.00235251,4.17181,0.0314625,0.0646872,0.104118,0.321427,0.00158761,0.0174106,0.0886797,0.00899316,-0.0856651,,,,,,,,,,,,,,,,,,,,
230,ok,0.0130643,0.0204841,3.21076,0.0360063,0.0767057,0.121626,0.238751,0.00382637,0.0119922,0.66752,0.00885569,-0.0689359,2.1268,18.5,queda,1,58,2,30,0.120265,0.0206,0.171289,1,0.5,0.161643,0.196742,0.102338,0.147633,-0.202406,-0.157786,-0.0321016,0.0203111
231,ok,0.0211271,0.0114888,3.72321,0.0349622,0.0721336,0.130042,0.443182,0.012699,0.00859605,0.169344,-0.00018992,-0.00484126,1.856,21,queda,1,59,2,30,0.0964604,0.02868,0.297324,1,0.5,0.205558,0.146935,0.199872,0.229364,-0.151584,-0.0732071,-0.293175,-0.191625
232,ok,0.00187616,0.0275686,2.01364,0.0296645,0.0664488,0.136804,0.33248,0.00419629,0.0231183,0.564614,0.0103125,-0.0659914,nan,nan,vazia,0,0,0,nan,nan,nan,nan,1,0.5,0.0612561,0.277387,0.284034,0.118158,-0.234813,-0.13964,-0.0664707,-0.00240494
233,ok,0.0281025,0.0259272,3.90868,0.0449304,0.0878467,0.110764,0.167874,0.0111099,0.0198077,0.574336,0.00967728,-0.062726,2.2487,21.5,queda,1,57,3,30,0.110614,0.00882,0.0797365,1,0.5,0.237076,0.0612223,0.269938,0.24392,-0.227715,-0.032687,-0.050222,-0.135068
234,ok,0.0301027,0.0256015,4.39105,0.0464554,0.097634,0.15354,0.252271,0.00386247,0.00678665,0.826215,0.00668788,-0.0615211,2.1871,19,queda,1,57,2,30,0.124233,-0.0028,-0.0225383,1,0.5,0.245368,0.167291,0.139942,0.145209,-0.226281,-0.224361,-0.169205,0.0330055
235,ok,0.0313774,0.00227181,4.7375,0.0318884,0.0714476,0.136802,0.301426,0.013555,0.0205429,0.138215,0.00506939,-0.0347285,1.5974,14.375,falha_conv,0,179,8,14.375,0.104803,0.0521846,0.497932,3,0.125,0.250509,0.241473,0.126615,0.275875,-0.0674063,-0.220507,-0.0373668,-0.20671
236,ok,0.0133583,0.0277349,2.789,0.039368,0.0832606,0.132864,0.253978,0.0052072,-0.0235049,0.281795,0.0150423,-0.143302,2.2153,18,queda,1,60,1,30,0.121751,0.0240343,0.197406,1,0.5,0.163452,0.0753595,0.0692913,0.296996,-0.23552,-0.280557,-0.166557,0.128301
237,descartado_t_min,0.0238961,0.0250247,4.10865,0.0433867,0.0899121,0.139415,0.264302,0.000736343,0.00835138,0.826215,0.00825762,-0.078172,,,,,,,,,,,,,,,,,,,,
238,ok,0.0129892,0.0269369,2.86203,0.0381591,0.0756292,0.0977326,0.173785,0.0096624,-0.00536318,0.0553916,-0.00216415,0.0250039,1.9893,19,queda,1,60,1,30,0.113881,0.01594,0.13997,1,0.5,0.161178,0.101792,0.121798,0.126285,-0.232107,-0.0269345,-0.0699652,-0.211295
239,ok,0.0285665,0.00698761,4.07853,0.0347487,0.0699556,0.112238,0.406309,0.00617583,0.0191827,0.721731,0.016365,-0.136216,2.0483,17.5,queda,1,54,5,29.5,0.11652,0.0154385,0.132497,1,0.5,0.239025,0.0997386,0.268074,0.271152,-0.118217,-0.0436891,-0.235747,0.0912166
240,ok,0.00965353,0.0210174,3.26814,0.0344611,0.0771261,0.155493,0.321427,0.00397688,0.0268196,0.59947,0.0162464,-0.118492,1.9901,19.5,queda,1,50,3,27,0.117395,-0.188131,-1.60256,1,0.5,0.13895,0.295522,0.289702,0.186681,-0.205024,-0.18829,-0.0822005,0.0763973
241,ok,0.0061692,0.00454025,2.17223,0.0204459,0.0440133,0.0801678,0.317765,0.00207239,0.00757536,0.795479,0.00720838,-0.0643146,nan,nan,vazia,0,0,0,nan,nan,nan,nan,1,0.5,0.111078,0.124128,0.0964664,0.11987,-0.0952917,-0.0872635,-0.132828,0.0656012
242,ok,0.00343878,0.00342835,2.25773,0.0174852,0.0460044,0.137627,0.356738,0.0039971,0.0142855,0.756209,0.0126318,-0.105453,1.3137,9.5,queda,1,26,2,13.5,0.117864,-0.07204,-0.611214,1,0.5,0.082931,0.260985,0.165934,0.198212,-0.0828052,-0.273566,-0.127279,0.079967
243,ok,0.0319069,0.0189989,4.48672,0.0442131,0.0937665,0.146066,0.232087,0.0059752,0.00405283,0.048426,4.75793e-05,-0.000170458,2.0955,19,queda,1,60,1,30,0.122038,-0.00138,-0.0113079,1,0.5,0.252614,0.166809,0.08414,0.100495,-0.19493,-0.251651,-0.0592307,-0.104952
244,ok,0.0267301,0.00674548,4.01674,0.0344796,0.0747894,0.142498,0.330631,0.00236903,0.0118208,0.739154,0.00967304,-0.0746868,1.9746,17.5,queda,1,57,3,30,0.123246,0.0196686,0.159588,1,0.5,0.231215,0.114549,0.286634,0.107786,-0.116151,-0.26299,-0.153581,0.0628028
245,ok,0.00611714,0.0140164,2.21254,0.0272665,0.0566398,0.100992,0.390928,0.00599059,0.00604063,0.859063,0.0060246,-0.0619133,1.6136,13.5,queda,1,41,2,22,0.116013,-0.0397857,-0.342943,1,0.5,0.110609,0.134937,0.129483,0.19438,-0.16743,-0.052905,-0.263356,0.0110174
246,ok,0.0257803,0.00248797,4.08115,0.0299034,0.0674652,0.13262,0.299626,0.00522708,0.0126532,0.0647148,0.00456374,-0.0479343,0.9121,6.875,falha_conv,0,98,0,6.875,0.119771,0.1192,0.995235,3,0.125,0.22707,0.163062,0.0754558,0.161925,-0.0705403,-0.286557,-0.141065,-0.00903965
247,ok,0.0252149,0.0112814,3.89592,0.0370292,0.0789284,0.140356,0.323263,0.00580716,0.0135345,0.790707,0.0126452,-0.108314,2.1139,18,queda,1,58,3,30,0.119995,0.01656,0.138006,1,0.5,0.224566,0.113038,0.225164,0.231722,-0.150209,-0.23614,-0.188021,0.0574915
248,ok,0.00255773,0.0167203,1.48979,0.0249025,0.0513555,0.0920892,0.450991,0.00997515,-0.0102051,0.0831775,-0.00329371,0.035631,0.8556,11,queda,1,24,1,12.5,0.109577,-0.06626,-0.604689,1,0.5,0.0715225,0.0956759,0.205624,0.108062,-0.182868,-0.0609568,-0.131805,-0.227339
249,ok,0.0329867,0.00205108,4.71211,0.0318352,0.0688623,0.131716,0.362391,0.0120014,0.0222388,0.121075,-0.00715689,0.0464613,0.8039,8.125,falha_conv,0,106,3,8.125,0.0992027,0.11374,1.14655,3,0.125,0.256853,0.211038,0.0803281,0.166598,-0.0640481,-0.132219,-0.273349,-0.241372
250,ok,0.0183379,0.014333,3.76236,0.0360301,0.0797003,0.154408,0.314114,0.00451763,-0.00697025,0.464687,0.00253,-0.0341162,1.9434,18.5,queda,1,60,1,30,0.122189,0.00054,0.00441939,1,0.5,0.191509,0.222004,0.116942,0.131045,-0.16931,-0.244952,-0.248462,0.000186313
251,ok,0.00289497,0.0133046,1.53724,0.0235749,0.0499519,0.10246,0.433439,0.00764336,-0.0111344,0.252271,0.00512022,-0.0578144,0.9999,9,queda,1,20,0,9.5,0.113559,-0.02332,-0.205355,1,0.5,0.0760917,0.0945248,0.125549,0.222142,-0.163123,-0.106229,-0.273922,-0.0214416
252,descartado_t_min,0.0178873,0.0102723,3.72838,0.032683,0.0683075,0.109854,0.28003,0.0013383,0.0161461,0.248867,0.00390476,-0.0400105,,,,,,,,,,,,,,,,,,,,
253,ok,0.00715639,0.0234265,2.36714,0.0328724,0.0674069,0.102367,0.278269,0.00501723,0.0168598,0.633829,0.0111089,-0.0829059,1.8321,14.5,queda,1,55,1,28,0.11757,0.02806,0.238666,1,0.5,0.119636,0.133813,0.218959,0.172641,-0.216455,-0.0649121,-0.0958136,0.0178634
254,descartado_t_min,0.0235541,0.0214311,4.17176,0.0420804,0.0909955,0.162029,0.292455,0.00185526,0.00334147,0.869816,0.00328981,-0.035156,,,,,,,,,,,,,,,,,,,,
255,ok,0.00859002,0.00561477,2.96708,0.0235828,0.0515783,0.102634,0.351104,0.00480364,0.0270287,0.431494,0.0152522,-0.119832,1.9294,15,queda,1,53,3,27.5,0.114877,0.02408,0.209615,1,0.5,0.131073,0.252663,0.183888,0.226112,-0.10597,-0.0234401,-0.121648,0.07856
