idx,status,r_LE_sup,r_LE_inf,delta_y,t_01,t_05,t_max,x_tmax,t_min,c_max,x_cmax,camber_085,dcamber_te,clmax,alpha_clmax,situacao,confiavel,n_pontos,n_buracos,alpha_max_conv,incl_linear,incl_fim,razao_incl,tentativas,passo_final,Au0,Au1,Au2,Au3,Al0,Al1,Al2,Al3
100,ok,0.00984007,0.00417622,3.21357,0.0235843,0.0558017,0.139394,0.36428,0.00482161,0.00995109,0.176772,-0.00203066,0.00482842,1.5907,15.5,queda,1,50,3,26,0.11822,0.02246,0.189985,1,0.5,0.140286,0.286979,0.104233,0.0867647,-0.0913916,-0.16588,-0.278944,-0.0536732
101,ok,0.00360627,0.0166408,2.27413,0.0269645,0.0619113,0.145282,0.36428,0.00330058,-0.00806563,0.069629,0.00563779,-0.0504783,1.2663,11,queda,1,40,1,20,0.120676,0.03302,0.273626,1,0.5,0.0849267,0.254785,0.204182,0.113122,-0.182433,-0.181141,-0.244824,0.0348163
102,ok,0.0246652,0.00812858,4.31657,0.0349728,0.0775264,0.136562,0.255689,0.00312716,0.0192716,0.739154,0.0167103,-0.139172,2.1406,16.5,queda,1,57,4,30,0.121459,0.01112,0.0915532,1,0.5,0.222105,0.248649,0.0709492,0.236481,-0.127504,-0.227755,-0.0282848,0.131976
103,ok,0.0144549,0.0180411,2.97538,0.0354139,0.0741612,0.118599,0.276511,0.0067527,-0.0133497,0.373754,0.00424728,-0.0511785,2.0112,19.5,queda,1,59,2,30,0.118507,0.0154,0.12995,1,0.5,0.170029,0.0987717,0.0738489,0.201386,-0.189953,-0.184946,-0.212676,-0.0197073
104,ok,0.0177514,0.00488857,3.55876,0.0282369,0.0590187,0.100623,0.356738,0.00958872,0.0190271,0.288889,0.00882002,-0.0705665,1.8767,17.5,queda,1,55,2,28.5,0.108464,0.02272,0.20947,1,0.5,0.188422,0.176007,0.162267,0.254099,-0.0988794,-0.0403895,-0.142669,-0.0699322
105,ok,0.00401529,0.0108817,2.13303,0.0241542,0.0573109,0.147922,0.375655,0.00508904,0.0207837,0.781042,0.0191474,-0.163181,1.4859,10.5,queda,1,30,1,15,0.117577,-0.06096,-0.518469,1,0.5,0.0896135,0.193993,0.238372,0.291507,-0.147524,-0.273913,-0.198975,0.146328
106,ok,0.0336295,0.00577326,4.75995,0.0361739,0.0763531,0.121782,0.260846,0.00877052,0.0227121,0.23541,-6.92648e-05,0.0146365,1.8047,17,queda,1,58,3,30,0.114592,0.00918,0.0801101,1,0.5,0.259343,0.208078,0.169605,0.111842,-0.107455,-0.112518,-0.0427301,-0.190406
107,ok,0.00793752,0.0220006,2.40028,0.0332708,0.0717471,0.138409,0.35862,0.00751657,-0.0151083,0.209293,0.0141884,-0.126051,1.7979,15.5,queda,1,53,1,26.5,0.115987,0.02694,0.232268,1,0.5,0.125996,0.116518,0.212246,0.293335,-0.209765,-0.228716,-0.22475,0.058354
108,ok,0.0264449,0.0108733,4.2101,0.0375742,0.0823188,0.161379,0.338041,0.00612242,-0.00675619,0.421783,0.00653557,-0.067129,1.8377,18,queda,1,55,6,30,0.12148,0.00901143,0.0741802,1,0.5,0.229978,0.179538,0.179403,0.197695,-0.147468,-0.268287,-0.278058,0.0162804
109,ok,0.014161,0.00504641,3.0339,0.0268283,0.0594454,0.126025,0.360504,0.00362177,0.0139347,0.726995,0.011083,-0.0849273,1.9128,16.5,queda,1,49,2,25,0.119763,0.0193429,0.16151,1,0.5,0.168291,0.109098,0.277969,0.143997,-0.100463,-0.234418,-0.129442,0.0497018
110,ok,0.00434581,0.0243554,2.54342,0.0316642,0.07241,0.149437,0.308658,0.00383853,0.0199528,0.614813,0.0116764,-0.0823077,1.5362,12,queda,1,36,1,18.5,0.120376,-0.05306,-0.440786,1,0.5,0.0932288,0.29226,0.228734,0.142928,-0.220705,-0.223008,-0.0441995,0.0285761
111,ok,0.0045633,0.00608728,2.32602,0.021033,0.0501075,0.113011,0.315938,0.0051671,0.0050892,0.472525,0.000446268,0.00205654,1.3168,12,topo_achatado,1,73,2,12.25,0.116814,0.0166,0.142106,2,0.25,0.0955333,0.230925,0.105858,0.0760045,-0.110338,-0.199363,-0.0487443,-0.0986
112,ok,0.0127272,0.0307492,3.18843,0.0399711,0.0828339,0.13067,0.288889,0.00653173,0.0198207,0.678573,0.0154496,-0.123951,2.1207,20,queda,1,61,0,30,0.116516,0.00746,0.0640253,1,0.5,0.159544,0.191244,0.227293,0.260229,-0.247989,-0.0878709,-0.155152,0.0562321
113,ok,0.00181261,0.00468782,1.4187,0.0160717,0.0386391,0.0982366,0.362391,0.00505773,0.0190161,0.797061,0.017994,-0.157071,0.5405,2,falha_conv,0,31,0,2,0.116241,0.108,0.929107,3,0.125,0.0602097,0.129142,0.114879,0.298367,-0.0968278,-0.207482,-0.118658,0.134898
114,ok,0.0190533,0.00444633,3.66651,0.0287875,0.0629306,0.134278,0.402455,0.0102301,-0.0111542,0.674899,-0.00740822,0.0524238,1.5678,17.5,queda,1,44,1,22.5,0.106558,-0.13642,-1.28024,1,0.5,0.195209,0.177907,0.153065,0.114171,-0.0943009,-0.153405,-0.287117,-0.220503
115,ok,0.0324407,0.00980077,4.41082,0.0389321,0.0820764,0.126073,0.232087,0.00974881,0.00981858,0.0757449,0.00564579,-0.0432346,1.9022,17.5,queda,1,51,3,27,0.116625,0.0136,0.116613,1,0.5,0.254718,0.136024,0.0993769,0.2225,-0.140005,-0.211494,-0.0217312,-0.124232
116,ok,0.00882225,0.00198438,2.60708,0.0200354,0.0482053,0.128793,0.381369,0.00618586,-0.00571992,0.406309,-0.00240059,0.0219276,1.232,12.5,queda,1,27,0,13,0.116979,-0.01418,-0.121218,1,0.5,0.132833,0.145418,0.204526,0.0612314,-0.0629981,-0.271412,-0.156884,-0.131598
117,ok,0.0232136,0.00362601,4.23829,0.0302842,0.0690915,0.151887,0.351104,0.00975061,0.022228,0.560718,0.011547,-0.077778,1.3794,11.5,falha_conv,0,118,13,11.5,0.108707,0.0731172,0.672611,3,0.125,0.21547,0.240429,0.297814,0.235064,-0.0851588,-0.238965,-0.0615541,-0.0890735
118,ok,0.0327196,0.00649416,4.78651,0.0365633,0.0780412,0.134147,0.297828,0.00758356,0.0208226,0.204521,0.00510106,-0.0384389,1.8636,17,queda,1,53,4,28,0.116,-0.00292,-0.0251724,1,0.5,0.255811,0.229904,0.172482,0.171526,-0.113966,-0.125111,-0.143743,-0.0771856
119,ok,0.00390627,0.0182052,2.14985,0.028057,0.0636628,0.147172,0.369958,0.003531,-0.0110562,0.114743,0.00715185,-0.0597474,1.334,11,queda,1,26,0,12.5,0.121204,-0.30982,-2.55618,1,0.5,0.0883886,0.202966,0.254099,0.120289,-0.190815,-0.217061,-0.228803,0.0366197
120,ok,0.0214316,0.0332824,3.82052,0.0460304,0.098607,0.171213,0.299626,0.0109765,-0.0115811,0.196659,0.0048486,-0.0327993,1.971,21.5,queda,1,58,2,30,0.112847,-0.02576,-0.228273,1,0.5,0.207034,0.163516,0.261569,0.210671,-0.258002,-0.299576,-0.124274,-0.156185
121,ok,0.00922651,0.0136128,2.41713,0.0294505,0.0608531,0.114009,0.427606,0.00649755,0.0128008,0.787503,0.0119384,-0.103133,1.8688,16,queda,1,58,3,30,0.115054,0.0263,0.228588,1,0.5,0.135842,0.0775712,0.249423,0.23736,-0.165002,-0.106938,-0.246086,0.0449161
122,ok,0.0203938,0.00376832,3.65759,0.0285211,0.0606516,0.106225,0.33248,0.010291,0.0131475,0.127553,-0.000255517,-0.000869613,1.671,16.5,queda,1,41,7,25.5,0.107358,0.0037,0.0344642,1,0.5,0.201959,0.149817,0.110333,0.183852,-0.0868139,-0.116048,-0.155923,-0.16952
123,ok,0.0192641,0.0253187,3.74482,0.0414546,0.0870443,0.148433,0.321427,0.00507264,0.0169368,0.742596,0.0147198,-0.12277,2.1772,20,queda,1,60,1,30,0.119827,-0.00896,-0.0747742,1,0.5,0.196286,0.188043,0.257158,0.233518,-0.225028,-0.144955,-0.226186,0.0928574
124,ok,0.0052886,0.00585892,2.03604,0.0212217,0.0482261,0.117106,0.41017,0.00928769,-0.00663171,0.28711,-0.00379937,0.0357391,1.2378,13.5,queda,1,36,0,17.5,0.111467,-0.16996,-1.52476,1,0.5,0.102845,0.113909,0.211647,0.0973734,-0.108249,-0.206758,-0.151866,-0.20979
125,ok,0.0317378,0.00399445,4.95962,0.0341056,0.0756614,0.150052,0.323263,0.00345345,0.0254013,0.233746,0.00904264,-0.0688141,1.8452,16,queda,1,57,2,30,0.121625,0.00328,0.0269681,1,0.5,0.251944,0.290445,0.222672,0.128911,-0.0893806,-0.158522,-0.162692,0.0390632
126,ok,0.0128301,0.00732906,3.24842,0.0283246,0.0644943,0.134221,0.315938,0.00228692,0.00978411,0.852162,0.0097824,-0.0974802,2.0874,17,queda,1,55,3,29,0.121795,-0.22514,-1.84852,1,0.5,0.160188,0.21503,0.0726332,0.182074,-0.121071,-0.23107,-0.217513,0.12628
127,ok,0.0090124,0.0199672,2.48068,0.0326897,0.0671697,0.105513,0.317765,0.00786553,0.00744823,0.824724,0.00734301,-0.0682549,1.8692,16.5,queda,1,56,2,28.5,0.114864,0.0308,0.268144,1,0.5,0.134256,0.10863,0.14074,0.230363,-0.199836,-0.093009,-0.200632,-0.0268316
128,ok,0.00747807,0.00666027,2.84098,0.0237048,0.0520281,0.0915645,0.269513,0.00483313,0.0235703,0.412102,0.0130381,-0.104235,1.8906,14,queda,1,57,2,30,0.115286,0.0254337,0.220615,1,0.5,0.122295,0.262434,0.065759,0.21988,-0.115415,-0.0355351,-0.0407858,0.0526979
129,ok,0.015319,0.0038757,3.30816,0.0261061,0.0566019,0.113181,0.377558,0.00797902,0.0107001,0.138215,-0.000930154,0.00381565,1.6872,16,queda,1,53,2,27,0.111409,0.02336,0.209678,1,0.5,0.175037,0.164519,0.146545,0.132741,-0.0880421,-0.118724,-0.207312,-0.127231
130,ok,0.0140357,0.0206996,3.68806,0.037158,0.0828726,0.155812,0.28711,0.00510523,0.0202602,0.637609,0.0141628,-0.108762,2.0309,19.5,queda,1,59,2,30,0.118143,-0.04304,-0.364305,1,0.5,0.167545,0.297754,0.182168,0.212396,-0.203468,-0.221531,-0.0577016,0.0483087
131,ok,0.00998077,0.00568978,2.94923,0.0248613,0.0560287,0.137662,0.425664,0.0112042,0.00550402,0.147838,8.20835e-05,-0.0102971,1.6537,17.5,queda,1,143,4,28.25,0.105262,0.02244,0.213182,2,0.25,0.141285,0.206038,0.167423,0.215203,-0.106675,-0.14743,-0.290843,-0.153595
132,ok,0.0033306,0.0115884,1.99887,0.0235203,0.0536091,0.134218,0.406309,0.00652631,0.0132568,0.8277,0.0131103,-0.12282,1.2018,8.875,falha_conv,0,124,1,8.875,0.116508,0.0824,0.70725,3,0.125,0.0816162,0.19469,0.176322,0.282301,-0.152239,-0.163403,-0.295704,0.0871056
133,ok,0.0174786,0.00593531,3.26633,0.02939,0.0636459,0.109895,0.274756,0.00513737,0.00542994,0.0475865,0.00207771,-0.015418,1.8581,17,queda,1,46,0,22.5,0.119241,-0.02038,-0.170915,1,0.5,0.186968,0.104771,0.120268,0.0999343,-0.108952,-0.224561,-0.0615666,-0.0713202
134,ok,0.00277561,0.0292937,2.18945,0.0314583,0.068455,0.130328,0.336185,0.00805676,0.0131721,0.498037,0.00542516,-0.0396593,0.7013,5.125,falha_conv,0,67,3,5.125,0.115388,0.1096,0.949836,3,0.125,0.0745066,0.276355,0.185062,0.179849,-0.242048,-0.0809586,-0.157942,-0.0837835
135,ok,0.0137214,0.0174588,3.51615,0.0354682,0.0805282,0.170765,0.338041,0.0104137,0.0151726,0.631937,0.0083136,-0.0533704,1.8864,21,queda,1,59,2,30,0.107682,-8e-05,-0.000742925,1,0.5,0.165659,0.251343,0.293598,0.216892,-0.186862,-0.296361,-0.0793979,-0.130192
136,ok,0.0253645,0.00252186,4.4482,0.0299883,0.0695746,0.162033,0.35862,0.00921726,0.0161439,0.109785,0.00546303,-0.0513742,nan,nan,vazia,0,0,0,nan,nan,nan,nan,1,0.5,0.225231,0.265146,0.172713,0.228149,-0.0710191,-0.256683,-0.226886,-0.072457
137,ok,0.0210089,0.024912,4.12188,0.0422755,0.0896058,0.145249,0.266035,0.0100553,0.00707147,0.281795,0.00517631,-0.0532909,1.9875,18.5,queda,1,59,2,30,0.114252,-0.02516,-0.220216,1,0.5,0.204982,0.267645,0.0601077,0.263116,-0.223213,-0.122544,-0.197318,-0.0820324
138,ok,0.0134665,0.0186189,3.0998,0.0353934,0.076417,0.149959,0.369958,0.00942487,-0.0117097,0.379462,0.000775118,-0.0179668,1.846,20.5,queda,1,58,3,30,0.113652,0.01818,0.159962,1,0.5,0.164112,0.150535,0.18583,0.1912,-0.192971,-0.219846,-0.291832,-0.110193
139,ok,0.00875954,0.0278887,2.33409,0.0360165,0.0738672,0.125696,0.377558,0.00387858,0.013938,0.782663,0.0128314,-0.108791,1.9412,16,queda,1,45,2,23,0.120282,-0.00206,-0.0171264,1,0.5,0.13236,0.0667857,0.290891,0.190156,-0.236172,-0.139194,-0.251799,0.0986539
140,ok,0.0102947,0.00917803,2.86194,0.0279087,0.0622243,0.133627,0.379462,0.0120286,0.00759535,0.65264,0.0045419,-0.0301601,1.7756,18,queda,1,50,4,27.5,0.105627,0.01206,0.114175,1,0.5,0.14349,0.168688,0.231973,0.230679,-0.135485,-0.209248,-0.122077,-0.178157
141,ok,0.00821547,0.018865,2.32823,0.0318227,0.0673549,0.107942,0.259123,0.00703481,-0.0144637,0.30323,-0.00397938,0.0275417,1.6616,16,queda,1,45,5,25.5,0.117143,0.0193,0.164756,1,0.5,0.128183,0.0971693,0.0670909,0.0908059,-0.194242,-0.193276,-0.113588,-0.150558
142,ok,0.00268094,0.00843864,2.26885,0.0206838,0.0490622,0.132298,0.40053,0.00803221,0.0209857,0.439282,0.00510083,-0.0288566,1.1065,10,topo_achatado,1,56,5,10.5,0.108044,0.0122,0.112916,2,0.25,0.0732248,0.298844,0.258468,0.149452,-0.129913,-0.0992086,-0.145546,-0.107455
143,ok,0.00592545,0.00182345,2.09662,0.0167841,0.0365763,0.107591,0.525514,0.0118091,0.00622007,0.135516,0.00486049,-0.0487759,1.1868,11.375,queda,1,159,4,12.375,0.100491,-0.0448,-0.44581,3,0.125,0.108862,0.107212,0.178286,0.275277,-0.0603896,-0.068952,-0.267353,-0.117503
144,ok,0.00314481,0.00533597,2.14478,0.0189505,0.0475678,0.13649,0.383277,0.0102719,0.0219854,0.650769,0.0146315,-0.106979,1.1359,9.25,falha_conv,0,128,2,9.25,0.105805,0.0775273,0.732738,3,0.125,0.0793071,0.23894,0.261286,0.290609,-0.103305,-0.241898,-0.0506353,-0.057163
145,ok,0.00861694,0.00415118,3.14193,0.0223172,0.0502056,0.105924,0.36428,0.0119375,0.0326201,0.368063,0.0028231,-0.00281054,1.6558,16.5,queda,1,35,7,21,0.0978869,-0.06668,-0.681194,1,0.5,0.131278,0.299451,0.1898,0.186547,-0.0911173,-0.0260902,-0.0272123,-0.231904
146,ok,0.00943931,0.0221863,2.63044,0.0341381,0.0707128,0.109327,0.269513,0.00513342,-0.00651708,0.0788914,0.00454694,-0.0367824,1.8958,16.5,queda,1,58,3,30,0.118568,0.02682,0.226199,1,0.5,0.137399,0.135811,0.154386,0.128003,-0.210648,-0.10342,-0.136157,-0.0332011
147,ok,0.00282058,0.0263866,2.19597,0.0308848,0.0717633,0.160235,0.334331,0.00774893,0.0252528,0.678573,0.0179612,-0.133928,1.1671,8.5,topo_achatado,1,124,0,8.75,0.112966,-0.0277818,-0.245931,3,0.125,0.0751076,0.269287,0.281803,0.276995,-0.229724,-0.277997,-0.0483652,0.0240541
148,ok,0.00660817,0.00779308,2.78937,0.024683,0.060305,0.154569,0.360504,0.0127668,0.00436673,0.837956,0.00435012,-0.0415065,1.4293,15.5,queda,1,43,1,21.5,0.106644,-0.04634,-0.43453,1,0.5,0.114962,0.275471,0.11951,0.284104,-0.124845,-0.287596,-0.161567,-0.15821
149,ok,0.00193738,0.0301362,1.56895,0.0308661,0.0694659,0.153885,0.373754,0.0104742,-0.0273165,0.222215,-0.000723402,-0.00720705,0.1857,3.125,falha_conv,0,42,2,3.125,0.112932,0.0928,0.821733,3,0.125,0.0622476,0.159042,0.160383,0.199341,-0.245505,-0.284417,-0.271631,-0.144759
150,ok,0.0103447,0.0265325,2.83382,0.0369757,0.0785471,0.124889,0.243791,0.00452143,0.0115476,0.707545,0.00884648,-0.0677379,2.0195,17.5,queda,1,59,2,30,0.120108,0.0115,0.095747,1,0.5,0.143838,0.165786,0.135824,0.153628,-0.230358,-0.186534,-0.0358376,0.00417921
151,ok,0.0205383,0.00235539,3.54998,0.0270509,0.0596292,0.122233,0.356738,0.00626747,0.0108302,0.0666604,0.00149272,-0.00790787,0.9102,7.5,falha_conv,0,102,3,7.5,0.117319,0.1152,0.981939,3,0.125,0.202674,0.110289,0.221475,0.0985115,-0.0686351,-0.225901,-0.137425,-0.0977913
152,ok,0.0110691,0.0103615,2.78957,0.0290471,0.0629173,0.122162,0.35862,0.00808526,0.016075,0.721731,0.0128926,-0.100926,1.9703,17.5,queda,1,55,0,27,0.113271,0.0256,0.226006,1,0.5,0.148789,0.125784,0.244603,0.252471,-0.143955,-0.188794,-0.116906,-0.0106057
153,ok,0.00350672,0.0299341,1.93053,0.0328719,0.0733079,0.14792,0.334331,0.00978814,-0.0241252,0.222215,0.00546106,-0.0613344,1.1033,10.5,queda,1,66,0,10.75,0.115653,-0.0646,-0.558566,2,0.25,0.0837463,0.171697,0.103608,0.267385,-0.24468,-0.279587,-0.230635,-0.0605654
154,ok,0.00228696,0.0222275,1.8442,0.0278816,0.0624568,0.145252,0.414035,0.012632,-0.013826,0.0966487,0.00566292,-0.052059,0.8535,9,queda,1,19,2,10.5,0.100133,-0.0225,-0.2247,1,0.5,0.0676307,0.20917,0.202642,0.288208,-0.210843,-0.174996,-0.246713,-0.133924
155,ok,0.00574341,0.00833936,2.60585,0.0242882,0.0590513,0.144957,0.334331,0.00526106,-0.00868634,0.48037,-0.00179379,0.0051815,nan,nan,vazia,0,0,0,nan,nan,nan,nan,1,0.5,0.107177,0.260571,0.0795493,0.0920395,-0.129146,-0.281977,-0.187104,-0.0752195
156,ok,0.01426,0.0331374,3.48727,0.0420955,0.0893821,0.150093,0.288889,0.00740456,0.0149656,0.570451,0.00721413,-0.0477446,2.0134,20.5,queda,1,58,2,30,0.116065,-0.01544,-0.133029,1,0.5,0.168879,0.233002,0.246711,0.163941,-0.257439,-0.156311,-0.107291,-0.0745436
157,ok,0.0213237,0.0157226,3.70736,0.0378032,0.0796182,0.138434,0.349231,0.012298,-0.0107511,0.529435,-0.0025453,0.00789457,1.8595,20,queda,1,61,0,30,0.106122,0.01254,0.118166,1,0.5,0.206512,0.143191,0.128313,0.217604,-0.177328,-0.172793,-0.276266,-0.196609
158,ok,0.0238264,0.0173565,3.93182,0.039963,0.0850749,0.150745,0.323263,0.00619597,-0.0103857,0.441231,0.00295594,-0.040265,1.9851,20,queda,1,60,1,30,0.12109,0.00076,0.00627632,1,0.5,0.218295,0.154106,0.149452,0.169559,-0.186314,-0.218072,-0.297504,-0.0157669
159,ok,0.0220278,0.0133721,4.16401,0.0374844,0.0843211,0.165922,0.30323,0.00520014,0.0073662,0.846544,0.00736364,-0.0719037,1.9905,18,queda,1,57,4,30,0.121938,-0.02522,-0.206826,1,0.5,0.209894,0.25559,0.108883,0.191819,-0.163537,-0.295432,-0.194233,0.0302427
160,ok,0.00547755,0.029847,2.11148,0.0342641,0.0714271,0.122579,0.343625,0.00420583,-0.0146958,0.122359,0.0111378,-0.10649,1.6392,13,queda,1,33,2,17,0.120975,-0.0537,-0.443892,1,0.5,0.104667,0.129805,0.164907,0.218712,-0.244323,-0.120002,-0.284082,0.106521
161,ok,0.0106684,0.0295989,2.65494,0.0385564,0.0828694,0.157901,0.375655,0.015154,-0.020554,0.217337,0.0034397,-0.0252982,1.7626,19,queda,1,54,6,29.5,0.0928253,0.01884,0.202962,1,0.5,0.146071,0.0981959,0.275842,0.280116,-0.243306,-0.29337,-0.172677,-0.234961
162,ok,0.00840268,0.00616058,3.01231,0.0244999,0.0581547,0.158456,0.394764,0.00573238,0.0192411,0.747729,0.0169738,-0.14319,1.8142,16,queda,1,53,2,27,0.113599,0.02102,0.185037,1,0.5,0.129636,0.26545,0.270938,0.273539,-0.111001,-0.204847,-0.257244,0.113166
163,ok,0.0023703,0.0122289,1.99902,0.0224437,0.049296,0.0971147,0.349231,0.00794053,0.0170906,0.398606,-0.000464387,0.0141762,nan,nan,vazia,0,0,0,nan,nan,nan,nan,3,0.125,0.0688521,0.250404,0.146095,0.104912,-0.15639,-0.0244287,-0.0934374,-0.164358
164,descartado_t_min,0.00506268,0.0197212,2.20371,0.0296188,0.0635946,0.116513,0.321427,0.0012183,0.00974113,0.730487,0.00824404,-0.0678751,,,,,,,,,,,,,,,,,,,,
165,ok,0.00678964,0.0319463,2.89347,0.0368259,0.0810328,0.154381,0.317765,0.00881468,0.0179234,0.554867,0.00772838,-0.0491869,1.7381,17,queda,1,49,2,25,0.11028,-0.05878,-0.533006,1,0.5,0.11653,0.289136,0.251356,0.188684,-0.25277,-0.171613,-0.0891436,-0.102796
166,ok,0.0303126,0.0272218,4.87556,0.0477102,0.104154,0.193844,0.312292,0.00841003,0.00706396,0.490183,0.00132566,-0.00261614,1.8284,20.5,queda,1,58,1,30,0.117314,-0.03772,-0.321529,1,0.5,0.246222,0.287997,0.27527,0.122875,-0.233332,-0.272376,-0.18218,-0.142471
167,descartado_t_min,0.00651703,0.0306245,2.49216,0.0354281,0.0730802,0.111935,0.262572,0.000136477,0.0276241,0.564614,0.0132369,-0.0878467,,,,,,,,,,,,,,,,,,,,
168,ok,0.0147946,0.0260197,3.70769,0.0395917,0.0847764,0.150536,0.315938,0.00803562,0.0202238,0.605236,0.015101,-0.1225,2.0612,20,queda,1,58,2,30,0.112168,-0.0928057,-0.827383,1,0.5,0.172015,0.282149,0.215754,0.289433,-0.228122,-0.110597,-0.180186,0.031635
169,ok,0.00271123,0.00290552,2.0584,0.0156101,0.0398668,0.133412,0.408239,0.00338885,0.00448073,0.28711,0.00209004,-0.0208538,nan,nan,vazia,0,0,0,nan,nan,nan,nan,1,0.5,0.0736373,0.242594,0.209847,0.0747428,-0.0762302,-0.169669,-0.261912,-0.00475916
170,ok,0.0265609,0.00449563,4.36346,0.0322684,0.0696515,0.122195,0.288889,0.0040533,0.0210173,0.264302,0.00592722,-0.0386027,1.8744,17,queda,1,56,4,30,0.119842,0.02034,0.169724,1,0.5,0.230482,0.219088,0.188025,0.0977818,-0.0948222,-0.128601,-0.0780779,-0.0256081
171,ok,0.0310545,0.00754344,4.17022,0.0362373,0.0730174,0.101611,0.225489,0.010213,0.0135274,0.112252,0.000823279,-0.0124085,1.8201,17,queda,1,51,4,27.5,0.110937,0.0178229,0.160658,1,0.5,0.249217,0.0932051,0.0976633,0.201726,-0.122829,-0.0755138,-0.164193,-0.149464
172,ok,0.0048129,0.00299102,2.12078,0.0181698,0.0455446,0.144831,0.41017,0.00648356,-0.0119553,0.351104,0.00756855,-0.0756146,nan,nan,vazia,0,0,0,nan,nan,nan,nan,2,0.25,0.0981112,0.157649,0.199039,0.213055,-0.0773436,-0.289503,-0.280234,0.0203696
173,descartado_t_max,0.00258317,0.00710225,1.3737,0.0189437,0.0407656,0.0689213,0.273005,0.00497692,0.0130847,0.782663,0.0120491,-0.102463,,,,,,,,,,,,,,,,,,,,
174,ok,0.0163634,0.0144765,3.55519,0.0345419,0.0724169,0.117662,0.28711,0.00551744,0.0171107,0.6601,0.0139748,-0.116324,2.163,19.5,queda,1,58,3,30,0.117567,0.00169714,0.0144355,1,0.5,0.180906,0.20679,0.158399,0.24344,-0.170156,-0.0714951,-0.153127,0.0701663
175,ok,0.0049366,0.0326574,1.86309,0.034653,0.0705514,0.105534,0.306846,0.0124344,-0.0170105,0.119797,0.00294532,-0.0249696,1.3848,13.25,queda,1,186,3,14.375,0.108342,-0.05888,-0.543464,3,0.125,0.099364,0.0840516,0.161594,0.24693,-0.255568,-0.104666,-0.148967,-0.181471
176,ok,0.0222299,0.00464018,4.04222,0.0305433,0.0665724,0.127981,0.34736,0.0108481,0.0211627,0.417907,0.00646549,-0.036342,1.7385,17,topo_achatado,1,76,9,17,0.106343,0.0261156,0.24558,2,0.25,0.210855,0.208645,0.256784,0.20576,-0.0963346,-0.14365,-0.0628302,-0.162888
177,ok,0.0226206,0.00776856,4.31422,0.0338306,0.0761757,0.175997,0.40053,0.0142033,0.0135087,0.247171,0.00463163,-0.0334105,1.6474,19,queda,1,134,11,27.5,0.0848798,-0.0973829,-1.1473,2,0.25,0.2127,0.273368,0.289202,0.273768,-0.124648,-0.210912,-0.236753,-0.198783
178,ok,0.0297601,0.0211425,4.27172,0.0443318,0.0935808,0.151352,0.269513,0.00711742,-0.00881593,0.385187,0.00270787,-0.0303432,2.1085,19.5,queda,1,152,5,30,0.120919,0.00244,0.0201788,2,0.25,0.243968,0.14062,0.136332,0.165358,-0.205633,-0.248927,-0.185714,-0.0655374
179,ok,0.00470073,0.00212895,2.19491,0.016709,0.0410566,0.115508,0.389013,0.00724857,0.0157534,0.671215,0.0112376,-0.0844701,1.2875,10,queda,1,34,1,17,0.113127,-0.0684,-0.604628,1,0.5,0.0969612,0.181259,0.223166,0.214678,-0.0652525,-0.202774,-0.0826684,-0.0225882
180,ok,0.029365,0.0135297,3.9716,0.0399984,0.0834424,0.126763,0.237079,0.00463082,-0.00826111,0.34736,0.00258825,-0.0209221,2.163,19.5,queda,1,61,0,30,0.122,0.0005,0.00409836,1,0.5,0.242343,0.0646357,0.14487,0.0961879,-0.164497,-0.24832,-0.0809576,-0.052339
181,ok,0.00306243,0.021814,2.09581,0.0290923,0.0675029,0.145474,0.323263,0.00983017,-0.015001,0.127553,0.0102123,-0.0852749,0.9447,7.75,falha_conv,0,101,5,7.75,0.11396,0.0761882,0.668554,3,0.125,0.0782615,0.238028,0.134556,0.28107,-0.208873,-0.278528,-0.0926805,-0.0582455
182,ok,0.0121217,0.00548971,3.46744,0.0264774,0.0622094,0.145208,0.345492,0.00757282,0.0209784,0.543143,0.0111584,-0.078599,1.8532,18.5,queda,1,58,3,30,0.111451,0.02344,0.210317,1,0.5,0.155703,0.282929,0.243482,0.206308,-0.104783,-0.213841,-0.0705957,-0.0417996
183,ok,0.00361533,0.00511407,1.53819,0.0189152,0.0444169,0.106208,0.35862,0.00600126,-0.0242564,0.35298,0.00113551,-0.0243962,0.9913,9.5,queda,1,24,1,12.5,0.11782,-0.133859,-1.13613,1,0.5,0.0850332,0.0605286,0.0770042,0.148537,-0.101134,-0.291478,-0.175772,-0.0478408
184,ok,0.0248527,0.0292095,4.36484,0.0458345,0.0970487,0.165462,0.306846,0.00777991,0.0104738,0.41597,-0.00172262,0.0262143,1.8738,21,queda,1,58,2,30,0.117176,-0.04786,-0.408446,1,0.5,0.222947,0.245256,0.278826,0.0697679,-0.2417,-0.162675,-0.174455,-0.173203
185,ok,0.0282214,0.0225909,4.59192,0.0441654,0.0915261,0.139743,0.257404,0.00911556,0.0235839,0.404381,0.00701047,-0.0452397,2.043,19.5,queda,1,56,4,30,0.11467,-0.03778,-0.329466,1,0.5,0.237577,0.249958,0.218334,0.195593,-0.21256,-0.0647396,-0.102586,-0.109224
186,ok,0.00337815,0.0146824,1.93934,0.0250753,0.0536233,0.0958578,0.317765,0.0030827,0.0115466,0.821728,0.0113609,-0.106221,1.3865,10,queda,1,30,1,15,0.119785,-0.04578,-0.382186,1,0.5,0.0821968,0.182444,0.0763069,0.205197,-0.171362,-0.0616221,-0.202698,0.118459
