perfil,x,y
cusp_liberado,0.27300475,-0.09198425
cusp_liberado,0.26430163,-0.09115608
cusp_liberado,0.25568938,-0.09025336
cusp_liberado,0.24717131,-0.08927908
cusp_liberado,0.23875072,-0.08823632
cusp_liberado,0.23043084,-0.08712817
cusp_liberado,0.22221488,-0.08595780
cusp_liberado,0.21410602,-0.08472836
cusp_liberado,0.20610737,-0.08344303
cusp_liberado,0.19822203,-0.08210499
cusp_liberado,0.19045303,-0.08071737
cusp_liberado,0.18280336,-0.07928330
cusp_liberado,0.17527598,-0.07780586
cusp_liberado,0.16787378,-0.07628807
cusp_liberado,0.16059963,-0.07473289
cusp_liberado,0.15345632,-0.07314322
cusp_liberado,0.14644661,-0.07152186
cusp_liberado,0.13957320,-0.06987154
cusp_liberado,0.13283875,-0.06819490
cusp_liberado,0.12624584,-0.06649447
cusp_liberado,0.11979702,-0.06477267
cusp_liberado,0.11349477,-0.06303184
cusp_liberado,0.10734153,-0.06127418
cusp_liberado,0.10133967,-0.05950178
cusp_liberado,0.09549150,-0.05771662
cusp_liberado,0.08979928,-0.05592056
cusp_liberado,0.08426519,-0.05411535
cusp_liberado,0.07889138,-0.05230260
cusp_liberado,0.07367992,-0.05048381
cusp_liberado,0.06863281,-0.04866038
cusp_liberado,0.06375200,-0.04683357
cusp_liberado,0.05903937,-0.04500453
cusp_liberado,0.05449674,-0.04317431
cusp_liberado,0.05012586,-0.04134384
cusp_liberado,0.04592841,-0.03951396
cusp_liberado,0.04190602,-0.03768537
cusp_liberado,0.03806023,-0.03585871
cusp_liberado,0.03439253,-0.03403451
cusp_liberado,0.03090433,-0.03221321
cusp_liberado,0.02759698,-0.03039516
cusp_liberado,0.02447174,-0.02858063
cusp_liberado,0.02152983,-0.02676982
cusp_liberado,0.01877238,-0.02496284
cusp_liberado,0.01620045,-0.02315974
cusp_liberado,0.01381504,-0.02136051
cusp_liberado,0.01161706,-0.01956508
cusp_liberado,0.00960736,-0.01777332
cusp_liberado,0.00778672,-0.01598505
cusp_liberado,0.00615583,-0.01420005
cusp_liberado,0.00471533,-0.01241807
cusp_liberado,0.00346577,-0.01063879
cusp_liberado,0.00240764,-0.00886190
cusp_liberado,0.00154133,-0.00708703
cusp_liberado,0.00086719,-0.00531381
cusp_liberado,0.00038548,-0.00354184
cusp_liberado,0.00009638,-0.00177071
cusp_liberado,0.00000000,-0.00000000
cusp_liberado,0.00009638,0.00213987
cusp_liberado,0.00038548,0.00427695
cusp_liberado,0.00086719,0.00640849
cusp_liberado,0.00154133,0.00853175
cusp_liberado,0.00240764,0.01064402
cusp_liberado,0.00346577,0.01274266
cusp_liberado,0.00471533,0.01482507
cusp_liberado,0.00615583,0.01688873
cusp_liberado,0.00778672,0.01893123
cusp_liberado,0.00960736,0.02095023
cusp_liberado,0.01161706,0.02294349
cusp_liberado,0.01381504,0.02490891
cusp_liberado,0.01620045,0.02684450
cusp_liberado,0.01877238,0.02874839
cusp_liberado,0.02152983,0.03061888
cusp_liberado,0.02447174,0.03245437
cusp_liberado,0.02759698,0.03425346
cusp_liberado,0.03090433,0.03601485
cusp_liberado,0.03439253,0.03773743
cusp_liberado,0.03806023,0.03942024
cusp_liberado,0.04190602,0.04106248
cusp_liberado,0.04592841,0.04266350
cusp_liberado,0.05012586,0.04422282
cusp_liberado,0.05449674,0.04574011
cusp_liberado,0.05903937,0.04721519
cusp_liberado,0.06375200,0.04864802
cusp_liberado,0.06863281,0.05003873
cusp_liberado,0.07367992,0.05138757
cusp_liberado,0.07889138,0.05269493
cusp_liberado,0.08426519,0.05396130
cusp_liberado,0.08979928,0.05518732
cusp_liberado,0.09549150,0.05637371
cusp_liberado,0.10133967,0.05752130
cusp_liberado,0.10734153,0.05863101
cusp_liberado,0.11349477,0.05970384
cusp_liberado,0.11979702,0.06074083
cusp_liberado,0.12624584,0.06174311
cusp_liberado,0.13283875,0.06271183
cusp_liberado,0.13957320,0.06364818
cusp_liberado,0.14644661,0.06455337
cusp_liberado,0.15345632,0.06542862
cusp_liberado,0.16059963,0.06627514
cusp_liberado,0.16787378,0.06709414
cusp_liberado,0.17527598,0.06788678
cusp_liberado,0.18280336,0.06865422
cusp_liberado,0.19045303,0.06939753
cusp_liberado,0.19822203,0.07011776
cusp_liberado,0.20610737,0.07081588
cusp_liberado,0.21410602,0.07149278
cusp_liberado,0.22221488,0.07214927
cusp_liberado,0.23043084,0.07278607
cusp_liberado,0.23875072,0.07340381
cusp_liberado,0.24717131,0.07400300
cusp_liberado,0.25568938,0.07458407
cusp_liberado,0.26430163,0.07514729
cusp_liberado,0.27300475,0.07569287
cusp_liberado,0.28179538,0.07622087
cusp_liberado,0.29067013,0.07673123
cusp_liberado,0.29962558,0.07722378
cusp_liberado,0.30865828,0.07769822
cusp_liberado,0.31776475,0.07815415
cusp_liberado,0.32694147,0.07859104
cusp_liberado,0.33618491,0.07900825
cusp_liberado,0.34549150,0.07940504
cusp_liberado,0.35485766,0.07978054
cusp_liberado,0.36427978,0.08013382
cusp_liberado,0.37375421,0.08046384
cusp_liberado,0.38327732,0.08076946
cusp_liberado,0.39284542,0.08104949
cusp_liberado,0.40245484,0.08130267
cusp_liberado,0.41210186,0.08152767
cusp_liberado,0.42178277,0.08172310
cusp_liberado,0.43149383,0.08188757
cusp_liberado,0.44123130,0.08201962
cusp_liberado,0.45099143,0.08211780
cusp_liberado,0.46077045,0.08218063
cusp_liberado,0.47056460,0.08220665
cusp_liberado,0.48037009,0.08219442
cusp_liberado,0.49018315,0.08214249
cusp_liberado,0.50000000,0.08204950
cusp_liberado,0.50981685,0.08191409
cusp_liberado,0.51962991,0.08173498
cusp_liberado,0.52943540,0.08151095
cusp_liberado,0.53922955,0.08124087
cusp_liberado,0.54900857,0.08092367
cusp_liberado,0.55876870,0.08055841
cusp_liberado,0.56850617,0.08014424
cusp_liberado,0.57821723,0.07968040
cusp_liberado,0.58789814,0.07916629
cusp_liberado,0.59754516,0.07860141
cusp_liberado,0.60715458,0.07798539
cusp_liberado,0.61672268,0.07731802
cusp_liberado,0.62624579,0.07659920
cusp_liberado,0.63572022,0.07582900
cusp_liberado,0.64514234,0.07500762
cusp_liberado,0.65450850,0.07413544
cusp_liberado,0.66381509,0.07321295
cusp_liberado,0.67305853,0.07224082
cusp_liberado,0.68223525,0.07121987
cusp_liberado,0.69134172,0.07015105
cusp_liberado,0.70037442,0.06903549
cusp_liberado,0.70932987,0.06787443
cusp_liberado,0.71820462,0.06666927
cusp_liberado,0.72699525,0.06542156
cusp_liberado,0.73569837,0.06413297
cusp_liberado,0.74431062,0.06280530
cusp_liberado,0.75282869,0.06144046
cusp_liberado,0.76124928,0.06004050
cusp_liberado,0.76956916,0.05860756
cusp_liberado,0.77778512,0.05714390
cusp_liberado,0.78589398,0.05565185
cusp_liberado,0.79389263,0.05413385
cusp_liberado,0.80177797,0.05259240
cusp_liberado,0.80954697,0.05103009
cusp_liberado,0.81719664,0.04944954
cusp_liberado,0.82472402,0.04785345
cusp_liberado,0.83212622,0.04624456
cusp_liberado,0.83940037,0.04462562
cusp_liberado,0.84654368,0.04299944
cusp_liberado,0.85355339,0.04136883
cusp_liberado,0.86042680,0.03973660
cusp_liberado,0.86716125,0.03810558
cusp_liberado,0.87375416,0.03647858
cusp_liberado,0.88020298,0.03485841
cusp_liberado,0.88650523,0.03324782
cusp_liberado,0.89265847,0.03164958
cusp_liberado,0.89866033,0.03006639
cusp_liberado,0.90450850,0.02850091
cusp_liberado,0.91020072,0.02695576
cusp_liberado,0.91573481,0.02543350
cusp_liberado,0.92110862,0.02393664
cusp_liberado,0.92632008,0.02246761
cusp_liberado,0.93136719,0.02102878
cusp_liberado,0.93624800,0.01962245
cusp_liberado,0.94096063,0.01825084
cusp_liberado,0.94550326,0.01691608
cusp_liberado,0.94987414,0.01562025
cusp_liberado,0.95407159,0.01436530
cusp_liberado,0.95809398,0.01315315
cusp_liberado,0.96193977,0.01198558
cusp_liberado,0.96560747,0.01086432
cusp_liberado,0.96909567,0.00979099
cusp_liberado,0.97240302,0.00876714
cusp_liberado,0.97552826,0.00779421
cusp_liberado,0.97847017,0.00687357
cusp_liberado,0.98122762,0.00600649
cusp_liberado,0.98379955,0.00519415
cusp_liberado,0.98618496,0.00443766
cusp_liberado,0.98838294,0.00373802
cusp_liberado,0.99039264,0.00309617
cusp_liberado,0.99221328,0.00251294
cusp_liberado,0.99384417,0.00198909
cusp_liberado,0.99528467,0.00152529
cusp_liberado,0.99653423,0.00112215
cusp_liberado,0.99759236,0.00078016
cusp_liberado,0.99845867,0.00049977
cusp_liberado,0.99913281,0.00028133
cusp_liberado,0.99961452,0.00012510
cusp_liberado,0.99990362,0.00003128
cusp_liberado,1.00000000,0.00000000
