ARARINHA ETA 0.75
1.0000000 -0.0000000
0.9997431 -0.0000128
0.9989727 -0.0000514
0.9976896 -0.0001158
0.9958950 -0.0002061
0.9935909 -0.0003225
0.9907796 -0.0004653
0.9874640 -0.0006349
0.9836474 -0.0008315
0.9793339 -0.0010559
0.9745279 -0.0013084
0.9692342 -0.0015899
0.9634584 -0.0019014
0.9572063 -0.0022435
0.9504844 -0.0026174
0.9432997 -0.0030247
0.9356594 -0.0034661
0.9275714 -0.0039437
0.9190441 -0.0044588
0.9100861 -0.0050124
0.9007068 -0.0056081
0.8909157 -0.0062459
0.8807230 -0.0069279
0.8701390 -0.0076574
0.8591747 -0.0084341
0.8478413 -0.0092610
0.8361504 -0.0101399
0.8241142 -0.0110703
0.8117449 -0.0120563
0.7990553 -0.0130968
0.7860583 -0.0141915
0.7727675 -0.0153443
0.7591963 -0.0165512
0.7453588 -0.0178129
0.7312691 -0.0191296
0.7169419 -0.0204968
0.7023917 -0.0219148
0.6876335 -0.0233797
0.6726825 -0.0248868
0.6575541 -0.0264349
0.6422638 -0.0280168
0.6268273 -0.0296277
0.6112605 -0.0312624
0.5955793 -0.0329137
0.5797999 -0.0345748
0.5639386 -0.0362377
0.5480115 -0.0378955
0.5320351 -0.0395382
0.5160258 -0.0411581
0.5000000 -0.0427480
0.4839742 -0.0442934
0.4679649 -0.0457906
0.4519885 -0.0472294
0.4360614 -0.0485964
0.4202001 -0.0498895
0.4044207 -0.0510946
0.3887395 -0.0522042
0.3731727 -0.0532165
0.3577362 -0.0541129
0.3424459 -0.0548958
0.3273175 -0.0555607
0.3123665 -0.0560894
0.2976083 -0.0564923
0.2830581 -0.0567591
0.2687309 -0.0568827
0.2546412 -0.0568727
0.2408037 -0.0567152
0.2272325 -0.0564163
0.2139417 -0.0559836
0.2009447 -0.0553990
0.1882551 -0.0546832
0.1758858 -0.0538360
0.1638496 -0.0528489
0.1521587 -0.0517431
0.1408253 -0.0505127
0.1298610 -0.0491630
0.1192770 -0.0477109
0.1090843 -0.0461453
0.0992932 -0.0444849
0.0899139 -0.0427403
0.0809559 -0.0408976
0.0724286 -0.0389854
0.0643406 -0.0370027
0.0567003 -0.0349476
0.0495156 -0.0328432
0.0427937 -0.0306800
0.0365416 -0.0284690
0.0307658 -0.0262283
0.0254721 -0.0239348
0.0206661 -0.0216178
0.0163526 -0.0192829
0.0125360 -0.0169044
0.0092204 -0.0145230
0.0064091 -0.0121235
0.0041050 -0.0096941
0.0023104 -0.0072850
0.0010273 -0.0048291
0.0002569 -0.0023208
0.0000000 -0.0000000
0.0002569 0.0030323
0.0010273 0.0062997
0.0023104 0.0094793
0.0041050 0.0125680
0.0064091 0.0156470
0.0092204 0.0186419
0.0125360 0.0215624
0.0163526 0.0244253
0.0206661 0.0271716
0.0254721 0.0298360
0.0307658 0.0324116
0.0365416 0.0348610
0.0427937 0.0372206
0.0495156 0.0394720
0.0567003 0.0416094
0.0643406 0.0436541
0.0724286 0.0455881
0.0809559 0.0474263
0.0899139 0.0491805
0.0992932 0.0508347
0.1090843 0.0524155
0.1192770 0.0539246
0.1298610 0.0553601
0.1408253 0.0567414
0.1521587 0.0580674
0.1638496 0.0593452
0.1758858 0.0605859
0.1882551 0.0617867
0.2009447 0.0629574
0.2139417 0.0641019
0.2272325 0.0652162
0.2408037 0.0663077
0.2546412 0.0673738
0.2687309 0.0684107
0.2830581 0.0694199
0.2976083 0.0703932
0.3123665 0.0713265
0.3273175 0.0722167
0.3424459 0.0730487
0.3577362 0.0738209
0.3731727 0.0745244
0.3887395 0.0751415
0.4044207 0.0756724
0.4202001 0.0761015
0.4360614 0.0764164
0.4519885 0.0766167
0.4679649 0.0766805
0.4839742 0.0766067
0.5000000 0.0763940
0.5160258 0.0760142
0.5320351 0.0754833
0.5480115 0.0747912
0.5639386 0.0739248
0.5797999 0.0728998
0.5955793 0.0717039
0.6112605 0.0703416
0.6268273 0.0688274
0.6422638 0.0671474
0.6575541 0.0653244
0.6726825 0.0633677
0.6876335 0.0612713
0.7023917 0.0590652
0.7169419 0.0567539
0.7312691 0.0543477
0.7453588 0.0518711
0.7591963 0.0493287
0.7727675 0.0467416
0.7860583 0.0441286
0.7990553 0.0414957
0.8117449 0.0388676
0.8241142 0.0362568
0.8361504 0.0336753
0.8478413 0.0311406
0.8591747 0.0286633
0.8701390 0.0262561
0.8807230 0.0239295
0.8909157 0.0216931
0.9007068 0.0195550
0.9100861 0.0175210
0.9190441 0.0155990
0.9275714 0.0137905
0.9356594 0.0120992
0.9432997 0.0105280
0.9504844 0.0090749
0.9572063 0.0077416
0.9634584 0.0065258
0.9692342 0.0054242
0.9745279 0.0044366
0.9793339 0.0035575
0.9836474 0.0027837
0.9874640 0.0021129
0.9907796 0.0015398
0.9935909 0.0010618
0.9958950 0.0006756
0.9976896 0.0003782
0.9989727 0.0001675
0.9997431 0.0000418
1.0000000 0.0000000
