ARARINHA ETA 0.475
1.0000000 -0.0000000
0.9997431 -0.0000129
0.9989727 -0.0000516
0.9976896 -0.0001165
0.9958950 -0.0002084
0.9935909 -0.0003282
0.9907796 -0.0004770
0.9874640 -0.0006566
0.9836474 -0.0008683
0.9793339 -0.0011151
0.9745279 -0.0013988
0.9692342 -0.0017220
0.9634584 -0.0020893
0.9572063 -0.0025024
0.9504844 -0.0029659
0.9432997 -0.0034847
0.9356594 -0.0040612
0.9275714 -0.0047025
0.9190441 -0.0054123
0.9100861 -0.0061938
0.9007068 -0.0070572
0.8909157 -0.0080030
0.8807230 -0.0090367
0.8701390 -0.0101678
0.8591747 -0.0113951
0.8478413 -0.0127268
0.8361504 -0.0141675
0.8241142 -0.0157156
0.8117449 -0.0173816
0.7990553 -0.0191621
0.7860583 -0.0210565
0.7727675 -0.0230739
0.7591963 -0.0252039
0.7453588 -0.0274478
0.7312691 -0.0298052
0.7169419 -0.0322653
0.7023917 -0.0348276
0.6876335 -0.0374821
0.6726825 -0.0402180
0.6575541 -0.0430299
0.6422638 -0.0459017
0.6268273 -0.0488216
0.6112605 -0.0517760
0.5955793 -0.0547487
0.5797999 -0.0577235
0.5639386 -0.0606815
0.5480115 -0.0636082
0.5320351 -0.0664796
0.5160258 -0.0692795
0.5000000 -0.0719937
0.4839742 -0.0745878
0.4679649 -0.0770578
0.4519885 -0.0793820
0.4360614 -0.0815318
0.4202001 -0.0835069
0.4044207 -0.0852783
0.3887395 -0.0868332
0.3731727 -0.0881723
0.3577362 -0.0892586
0.3424459 -0.0901029
0.3273175 -0.0907008
0.3123665 -0.0910189
0.2976083 -0.0910854
0.2830581 -0.0908853
0.2687309 -0.0904109
0.2546412 -0.0896884
0.2408037 -0.0886977
0.2272325 -0.0874589
0.2139417 -0.0859932
0.2009447 -0.0842770
0.1882551 -0.0823554
0.1758858 -0.0802361
0.1638496 -0.0779156
0.1521587 -0.0754364
0.1408253 -0.0727990
0.1298610 -0.0700215
0.1192770 -0.0671370
0.1090843 -0.0641403
0.0992932 -0.0610657
0.0899139 -0.0579344
0.0809559 -0.0547396
0.0724286 -0.0515218
0.0643406 -0.0482871
0.0567003 -0.0450398
0.0495156 -0.0418095
0.0427937 -0.0385903
0.0365416 -0.0353962
0.0307658 -0.0322466
0.0254721 -0.0291184
0.0206661 -0.0260395
0.0163526 -0.0230131
0.0125360 -0.0200080
0.0092204 -0.0170614
0.0064091 -0.0141509
0.0041050 -0.0112551
0.0023104 -0.0084217
0.0010273 -0.0055657
0.0002569 -0.0026700
0.0000000 -0.0000000
0.0002569 0.0032369
0.0010273 0.0067220
0.0023104 0.0101080
0.0041050 0.0133888
0.0064091 0.0166492
0.0092204 0.0198073
0.0125360 0.0228716
0.0163526 0.0258590
0.0206661 0.0287048
0.0254721 0.0314458
0.0307658 0.0340748
0.0365416 0.0365512
0.0427937 0.0389153
0.0495156 0.0411483
0.0567003 0.0432456
0.0643406 0.0452321
0.0724286 0.0470907
0.0809559 0.0488400
0.0899139 0.0504953
0.0992932 0.0520436
0.1090843 0.0535156
0.1192770 0.0549165
0.1298610 0.0562492
0.1408253 0.0575357
0.1521587 0.0587794
0.1638496 0.0599912
0.1758858 0.0611839
0.1882551 0.0623600
0.2009447 0.0635301
0.2139417 0.0646993
0.2272325 0.0658683
0.2408037 0.0670420
0.2546412 0.0682195
0.2687309 0.0693978
0.2830581 0.0705753
0.2976083 0.0717444
0.3123665 0.0728981
0.3273175 0.0740301
0.3424459 0.0751242
0.3577362 0.0761735
0.3731727 0.0771659
0.3887395 0.0780798
0.4044207 0.0789107
0.4202001 0.0796387
0.4360614 0.0802464
0.4519885 0.0807298
0.4679649 0.0810612
0.4839742 0.0812361
0.5000000 0.0812502
0.5160258 0.0810684
0.5320351 0.0807067
0.5480115 0.0801516
0.5639386 0.0793855
0.5797999 0.0784260
0.5955793 0.0772566
0.6112605 0.0758821
0.6268273 0.0743194
0.6422638 0.0725509
0.6575541 0.0706041
0.6726825 0.0684904
0.6876335 0.0662026
0.7023917 0.0637775
0.7169419 0.0612210
0.7312691 0.0585465
0.7453588 0.0557843
0.7591963 0.0529411
0.7727675 0.0500432
0.7860583 0.0471141
0.7990553 0.0441627
0.8117449 0.0412190
0.8241142 0.0382990
0.8361504 0.0354185
0.8478413 0.0325982
0.8591747 0.0298520
0.8701390 0.0271950
0.8807230 0.0246393
0.8909157 0.0221975
0.9007068 0.0198776
0.9100861 0.0176857
0.9190441 0.0156319
0.9275714 0.0137152
0.9356594 0.0119391
0.9432997 0.0103060
0.9504844 0.0088109
0.9572063 0.0074547
0.9634584 0.0062325
0.9692342 0.0051377
0.9745279 0.0041692
0.9793339 0.0033174
0.9836474 0.0025767
0.9874640 0.0019427
0.9907796 0.0014070
0.9935909 0.0009649
0.9958950 0.0006112
0.9976896 0.0003408
0.9989727 0.0001506
0.9997431 0.0000375
1.0000000 0.0000000
